5317.0,4421.0,3860.0,3922.0,4073.0,4264.0,4685.0,5237.0,5338.0,5482.0,5140.0,5002.0,5044.0,4930.0,4770.0,5266.0,6130.0,5525.0,5690.0,4877.0,3965.0,3016.0,2997.0,3922.0,4933.0,5716.0,5729.0,1444.0,625.0,144.0,225.0,157.0,170.0,170.0,277.0,3044.0,3005.0,2389.0,1549.0,1765.0,2312.0,1586.0,2474.0,3092.0,3285.0,2450.0,1885.0,1754.0,932.0,490.0,529.0,505.0,965.0,1801.0,2005.0,2106.0,2117.0,2061.0,1989.0,1549.0,936.0,901.0,964.0,1556.0,1220.0,1157.0,1192.0
4093.0,3236.0,2965.0,3226.0,3880.0,4770.0,5825.0,6757.0,7229.0,6922.0,6409.0,5252.0,4437.0,3922.0,3978.0,4714.0,5780.0,5018.0,5365.0,4877.0,3848.0,2825.0,2825.0,4010.0,5465.0,6100.0,5882.0,1225.0,529.0,121.0,244.0,180.0,196.0,193.0,296.0,2788.0,2669.0,2069.0,1097.0,1354.0,2025.0,1261.0,2305.0,3121.0,3272.0,2384.0,1625.0,1810.0,1125.0,712.0,785.0,725.0,1285.0,2250.0,3240.0,3908.0,3845.0,3770.0,3065.0,1768.0,1192.0,1157.0,1205.0,2005.0,2650.0,2705.0,2536.0
5194.0,4293.0,3600.0,3392.0,3461.0,3706.0,4149.0,4385.0,4493.0,4265.0,3812.0,3380.0,3016.0,2929.0,3026.0,3770.0,4689.0,5945.0,6212.0,5849.0,5018.0,3769.0,3533.0,4453.0,5314.0,5693.0,5517.0,1521.0,676.0,144.0,244.0,193.0,170.0,180.0,244.0,3208.0,3074.0,2389.0,1480.0,1700.0,2385.0,1412.0,2293.0,2938.0,2969.0,2180.0,1537.0,1553.0,1040.0,674.0,733.0,692.0,985.0,1489.0,1825.0,2041.0,2120.0,2089.0,1856.0,1385.0,1073.0,1093.0,1105.0,1314.0,1241.0,1229.0,1220.0
5669.0,4666.0,4112.0,3625.0,3330.0,3200.0,3433.0,4138.0,4357.0,4194.0,3545.0,3362.0,3593.0,3890.0,4241.0,4756.0,5933.0,5765.0,6201.0,5490.0,4573.0,3474.0,3445.0,4520.0,5365.0,5965.0,5882.0,1601.0,677.0,170.0,292.0,130.0,101.0,98.0,261.0,3218.0,2825.0,2329.0,1586.0,1954.0,2521.0,1586.0,2250.0,2746.0,3060.0,2450.0,1954.0,1241.0,724.0,425.0,400.0,410.0,685.0,1261.0,1450.0,1681.0,1681.0,1745.0,1480.0,1117.0,640.0,625.0,625.0,1129.0,1088.0,1089.0,1088.0
4937.0,4217.0,3757.0,3778.0,3944.0,4225.0,4520.0,5044.0,5188.0,5189.0,4805.0,4450.0,4253.0,4129.0,4132.0,4589.0,5408.0,5128.0,5620.0,5081.0,4210.0,3305.0,3305.0,4157.0,4964.0,5513.0,5364.0,1296.0,576.0,144.0,317.0,193.0,196.0,208.0,346.0,2810.0,2381.0,1954.0,1322.0,1637.0,2125.0,1361.0,1997.0,2385.0,2836.0,2196.0,1745.0,1714.0,1125.0,820.0,841.0,765.0,1125.0,1665.0,1825.0,1985.0,1937.0,1972.0,1906.0,1530.0,1192.0,1225.0,1192.0,1530.0,1205.0,1157.0,1192.0
7397.0,6185.0,5333.0,5122.0,4946.0,5002.0,4896.0,4756.0,4628.0,4292.0,3865.0,3546.0,3170.0,2826.0,2813.0,3316.0,4285.0,6085.0,5725.0,4770.0,3601.0,2701.0,2834.0,3620.0,4505.0,5200.0,4905.0,1448.0,680.0,170.0,260.0,164.0,122.0,136.0,185.0,3600.0,3200.0,2642.0,1825.0,2050.0,2689.0,1538.0,2249.0,2777.0,2977.0,2269.0,1737.0,1460.0,853.0,541.0,538.0,500.0,697.0,1165.0,1440.0,1537.0,1530.0,1621.0,1549.0,1268.0,776.0,738.0,745.0,1037.0,977.0,1033.0,1061.0
6800.0,4868.0,3625.0,2941.0,2516.0,2452.0,2741.0,3085.0,3137.0,3141.0,2900.0,2756.0,3001.0,3373.0,4165.0,5380.0,7090.0,6730.0,6370.0,5140.0,4057.0,3060.0,2909.0,3778.0,4896.0,6221.0,6625.0,1521.0,676.0,169.0,232.0,113.0,100.0,113.0,232.0,3700.0,3232.0,2612.0,1730.0,2025.0,2738.0,1657.0,2578.0,3218.0,3625.0,2669.0,2009.0,1213.0,754.0,436.0,484.0,449.0,785.0,1213.0,2020.0,2549.0,2500.0,2450.0,1937.0,1090.0,661.0,676.0,674.0,1090.0,1493.0,1521.0,1480.0
3940.0,3065.0,2601.0,2465.0,2642.0,2986.0,3497.0,4250.0,4745.0,5066.0,5161.0,5300.0,5330.0,5328.0,5650.0,6505.0,7778.0,4436.0,4658.0,4160.0,3425.0,2785.0,2785.0,3733.0,4706.0,5864.0,6322.0,1370.0,625.0,144.0,164.0,106.0,104.0,145.0,305.0,2610.0,2186.0,1872.0,1345.0,1600.0,2048.0,1754.0,2344.0,2965.0,3673.0,2746.0,2186.0,1156.0,697.0,416.0,488.0,442.0,845.0,1625.0,2084.0,2169.0,2141.0,2120.0,1762.0,1069.0,692.0,738.0,725.0,1460.0,1346.0,1312.0,1234.0
4973.0,4381.0,4138.0,4325.0,4913.0,5485.0,6317.0,7058.0,7405.0,7013.0,6084.0,4964.0,4153.0,3701.0,3562.0,3821.0,4505.0,4900.0,5210.0,4808.0,3989.0,3005.0,3125.0,4041.0,4810.0,5072.0,4616.0,1025.0,441.0,100.0,265.0,205.0,197.0,218.0,290.0,2633.0,2385.0,1818.0,1037.0,1258.0,1872.0,1009.0,1825.0,2320.0,2482.0,1765.0,1201.0,2173.0,1220.0,712.0,785.0,725.0,1280.0,2205.0,3425.0,3925.0,3973.0,3994.0,3418.0,1989.0,1181.0,1157.0,1205.0,2053.0,2665.0,2810.0,2729.0
5125.0,4265.0,3860.0,3881.0,4034.0,3880.0,3977.0,4194.0,4226.0,4100.0,3757.0,3536.0,3425.0,3205.0,3368.0,3946.0,4805.0,4941.0,5018.0,4432.0,3601.0,2770.0,2900.0,3712.0,4545.0,5125.0,4941.0,1089.0,441.0,121.0,269.0,170.0,144.0,157.0,269.0,2642.0,2312.0,1781.0,1073.0,1301.0,1901.0,1073.0,1801.0,2314.0,2642.0,1832.0,1301.0,1618.0,925.0,625.0,625.0,565.0,925.0,1530.0,1565.0,1570.0,1601.0,1557.0,1640.0,1385.0,949.0,961.0,936.0,1313.0,949.0,961.0,936.0
